,icaoId,receiptTime,obsTime,reportTime,temp,dewp,wdir,wspd,visib,altim,qcField,metarType,rawOb,lat,lon,elev,name,cover,clouds,fltCat,wxString,slp,precip,wgst,maxT,minT,vertVis,IATA,Airport_name,Country,City,Information
2587,VABP,2025-11-22 21:58:53.465000+00:00,1763848800,2025-11-22T22:00:00.000Z,15.0,11.0,0,0.0,1.24,1017.0,16,METAR,METAR VABP 222200Z 00000KT 2000 BR NSC 15/11 Q1017 NOSIG,23.288,77.337,520,"Bhopal/Raja Bhoj Arpt, MP, IN",CLR,[],IFR,BR,,,,,,,BHO,Raja Bhoj International Airport,India,Bhopal,https://www.worlddata.info/asia/india/airports.php
2588,VANP,2025-11-22 21:30:18.784000+00:00,1763847000,2025-11-22T21:30:00.000Z,19.0,14.0,350,4.0,1.24,1016.0,16,METAR,METAR VANP 222130Z 35004KT 2000 BR NSC 19/14 Q1016 NOSIG,21.089,79.055,309,"Nagpur/Ambedkar Intl, MM, IN",CLR,[],IFR,BR,,,,,,,NAG,Dr. Babasaheb Ambedkar International Airport,India,Nagpur,https://www.worlddata.info/asia/india/airports.php
2589,VASU,2025-11-22 21:38:37.833000+00:00,1763847000,2025-11-22T21:30:00.000Z,20.0,16.0,340,4.0,1.24,1013.0,16,METAR,METAR VASU 222130Z 34004KT 2000 BR NSC 20/16 Q1013 NOSIG,21.114,72.742,6,"Surat Arpt, GJ, IN",CLR,[],IFR,BR,,,,,,,STV,Surat Airport,India,Surat,https://www.worlddata.info/asia/india/airports.php
2590,VCBI,2025-11-22 21:20:53.598000+00:00,1763845800,2025-11-22T21:10:00.000Z,24.0,24.0,VRB,1.0,6+,1009.0,16,METAR,METAR VCBI 222110Z VRB01KT 9999 FEW012 SCT017 24/24 Q1009 NOSIG,7.181,79.884,10,"Katunayake/Bandaranaike Intl, WE, LK",SCT,"[{'cover': 'FEW', 'base': 1200}, {'cover': 'SCT', 'base': 1700}]",VFR,,,,,,,,CMB,Bandaranaike International Colombo Airport,Sri Lanka,Colombo,https://www.worlddata.info/asia/sri-lanka/airports.php
2591,VCRI,2025-11-22 21:20:53.661000+00:00,1763845800,2025-11-22T21:10:00.000Z,23.0,23.0,20,3.0,6+,1009.0,0,METAR,METAR VCRI 222110Z 02003KT CAVOK 23/23 Q1009,6.287,81.125,50,"Mattala/Rajapaksa Intl, SO, LK",CAVOK,[],VFR,,,,,,,,HRI,Mattala Rajapaksa International Airport,Sri Lanka,Mattala,https://www.worlddata.info/asia/sri-lanka/airports.php
2592,VDSA,2025-11-22 21:35:21.766000+00:00,1763847000,2025-11-22T21:30:00.000Z,21.0,18.0,30,8.0,6+,1011.0,0,METAR,METAR VDSA 222130Z 03008KT 9999 SCT040 21/18 Q1011,13.371,104.225,59,"Siem Reap-Ankr Intl, 17, KH",SCT,"[{'cover': 'SCT', 'base': 4000}]",VFR,,,,,,,,SAI,Siem Reap-Angkor International Airport,Cambodia,Siem Reap,https://www.worlddata.info/asia/cambodia/airports.php
2593,VEBS,2025-11-22 21:36:15.542000+00:00,1763847000,2025-11-22T21:30:00.000Z,22.0,21.0,20,1.0,0.62,1014.0,0,METAR,METAR VEBS 222130Z 02001KT 1000 R14/1400 MIFG FEW020 22/21 Q1014 BECMG 0800 FG,20.244,85.818,42,"Bhubaneswar Intl, OR, IN",FEW,"[{'cover': 'FEW', 'base': 2000}]",LIFR,MIFG,,,,,,,BBI,Biju Patnaik Airport,India,Bhubaneswar,https://www.worlddata.info/asia/india/airports.php
2594,VECC,2025-11-22 21:36:04.947000+00:00,1763847000,2025-11-22T21:30:00.000Z,20.0,17.0,0,0.0,0.99,1014.0,0,METAR,METAR VECC 222130Z 00000KT 1600 BR NSC 20/17 Q1014 BECMG 1500 BR,22.651,88.445,11,"Kolkata/Bose Intl, WB, IN",CLR,[],LIFR,BR,,,,,,,CCU,Netaji Subhash Chandra Bose International Airport,India,Kolkata,https://www.worlddata.info/asia/india/airports.php
2595,VEGT,2025-11-22 21:32:48.878000+00:00,1763847000,2025-11-22T21:30:00.000Z,19.0,17.0,130,3.0,1.55,1014.0,16,METAR,METAR VEGT 222130Z 13003KT 2500 BR FEW020 SCT100 19/17 Q1014 NOSIG,26.107,91.587,50,"Guwahati/Bordoloi Intl, AS, IN",SCT,"[{'cover': 'FEW', 'base': 2000}, {'cover': 'SCT', 'base': 10000}]",IFR,BR,,,,,,,GAU,Lokpriya Gopinath Bordoloi International Airport,India,Guwahati,https://www.worlddata.info/asia/india/airports.php
2596,VEPT,2025-11-22 21:34:36.225000+00:00,1763847000,2025-11-22T21:30:00.000Z,17.0,15.0,0,0.0,0.99,1015.0,16,METAR,METAR VEPT 222130Z 00000KT 1600 BR NSC 17/15 Q1015 NOSIG,25.591,85.088,53,"Patna/Narayan Intl, BR, IN",CLR,[],LIFR,BR,,,,,,,PAT,Jay Prakash Narayan Airport,India,Patna,https://www.worlddata.info/asia/india/airports.php
2597,VHHH,2025-11-22 22:01:29.365000+00:00,1763848800,2025-11-22T22:00:00.000Z,20.0,14.0,90,4.0,6+,1020.0,16,METAR,METAR VHHH 222200Z 09004KT 9999 FEW030 20/14 Q1020 NOSIG,22.309,113.922,9,"Hong Kong Intl, HK, HK",FEW,"[{'cover': 'FEW', 'base': 3000}]",VFR,,,,,,,,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,https://www.worlddata.info/asia/hong-kong/airports.php
2598,VIAR,2025-11-22 21:36:04.969000+00:00,1763847000,2025-11-22T21:30:00.000Z,11.0,10.0,0,0.0,0.62,1017.0,16,METAR,METAR VIAR 222130Z 00000KT 1000 R34/1700 R16/1300 BR NSC 11/10 Q1017 NOSIG,31.707,74.801,226,"Amritsar/Jee Intl, PB, IN",CLR,[],LIFR,BR,,,,,,,ATQ,Sri Guru Ram Dass Jee International Airport,India,Amritsar,https://www.worlddata.info/asia/india/airports.php
2599,VIDP,2025-11-22 21:36:04.996000+00:00,1763847000,2025-11-22T21:30:00.000Z,14.0,12.0,0,0.0,0.93,1017.0,16,METAR,METAR VIDP 222130Z 00000KT 1500 R28/2000 R27/2000 R29R/2000 R29L/2000 BR NSC 14/12 Q1017 NOSIG,28.567,77.117,236,"New Delhi/Gandhi Intl, DL, IN",CLR,[],LIFR,BR,,,,,,,DEL,Indira Gandhi International Airport,India,New Delhi,https://www.worlddata.info/asia/india/airports.php
2600,VIJP,2025-11-22 21:35:18.545000+00:00,1763847000,2025-11-22T21:30:00.000Z,16.0,10.0,0,0.0,1.24,1017.0,16,METAR,METAR VIJP 222130Z 00000KT 2000 HZ NSC 16/10 Q1017 NOSIG,26.824,75.812,383,"Jaipur Intl, RJ, IN",CLR,[],IFR,HZ,,,,,,,JAI,Jaipur International Airport,India,Jaipur,https://www.worlddata.info/asia/india/airports.php
2601,VILK,2025-11-22 21:35:18.668000+00:00,1763847000,2025-11-22T21:30:00.000Z,15.0,15.0,270,4.0,0.93,1016.0,16,METAR,METAR VILK 222130Z 27004KT 1500 BR NSC 15/15 Q1016 NOSIG,26.761,80.889,121,"Lucknow/Singh Arpt, JK, IN",CLR,[],LIFR,BR,,,,,,,LKO,Chaudhary Charan Singh International Airport,India,Lucknow,https://www.worlddata.info/asia/india/airports.php
2602,VMMC,2025-11-22 21:39:19.971000+00:00,1763847000,2025-11-22T21:30:00.000Z,19.0,13.0,360,8.0,6+,1020.0,16,METAR,METAR VMMC 222130Z 36008KT 9999 FEW040 19/13 Q1020 NOSIG,22.141,113.596,1,"Macao Intl, MO, MO",FEW,"[{'cover': 'FEW', 'base': 4000}]",VFR,,,,,,,,MFM,Macau International Airport,Macao,Taipa,https://www.worlddata.info/asia/macao/airports.php
2603,VNKT,2025-11-22 21:26:36.459000+00:00,1763847000,2025-11-22T21:30:00.000Z,10.0,10.0,0,0.0,4.35,1020.0,16,METAR,METAR VNKT 222130Z 00000KT 7000 FEW015 10/10 Q1020 NOSIG,27.697,85.359,1334,"Kathmandu/Tribhuvan Intl, BA, NP",FEW,"[{'cover': 'FEW', 'base': 1500}]",MVFR,,,,,,,,KTM,Tribhuvan International Airport,Nepal,Kathmandu,https://www.worlddata.info/asia/nepal/airports.php
2604,VOBL,2025-11-22 21:34:36.063000+00:00,1763847000,2025-11-22T21:30:00.000Z,20.0,19.0,70,6.0,3.73,1018.0,16,METAR,METAR VOBL 222130Z 07006KT 6000 SCT008 SCT012 20/19 Q1018 NOSIG,13.205,77.704,908,"Bangaluru Intl, KA, IN",SCT,"[{'cover': 'SCT', 'base': 800}, {'cover': 'SCT', 'base': 1200}]",MVFR,,,,,,,,BLR,Kempegowda International Airport,India,Bangalore,https://www.worlddata.info/asia/india/airports.php
2605,VOCB,2025-11-22 22:01:34.071000+00:00,1763848800,2025-11-22T22:00:00.000Z,24.0,22.0,VRB,2.0,2.49,1014.0,16,METAR,METAR VOCB 222200Z VRB02KT 4000 BR SCT012 SCT080 24/22 Q1014 NOSIG,11.03,77.043,394,"Coimbatore Arpt, TN, IN",SCT,"[{'cover': 'SCT', 'base': 1200}, {'cover': 'SCT', 'base': 8000}]",IFR,BR,,,,,,,CJB,Coimbatore International Airport,India,Coimbatore,https://www.worlddata.info/asia/india/airports.php
2606,VOCI,2025-11-22 21:43:05.707000+00:00,1763847000,2025-11-22T21:30:00.000Z,25.0,24.0,140,2.0,1.55,1010.0,16,METAR,METAR VOCI 222130Z 14002KT 2500 BR SCT008 SCT012 BKN080 25/24 Q1010 NOSIG,10.152,76.402,8,"Cochin Intl, KL, IN",BKN,"[{'cover': 'SCT', 'base': 800}, {'cover': 'SCT', 'base': 1200}, {'cover': 'BKN', 'base': 8000}]",IFR,BR,,,,,,,COK,Cochin International Airport,India,Kochi,https://www.worlddata.info/asia/india/airports.php
2607,VOCL,2025-11-22 21:45:26.857000+00:00,1763847000,2025-11-22T21:30:00.000Z,23.0,20.0,60,3.0,0.62,1011.0,0,METAR,METAR VOCL 222130Z 06003KT 1000 R28/1900 R10/2000 BR SCT004 SCT012 23/20 Q1011 TEMPO 1500 BR,11.137,75.955,104,"Calicut Intl, KL, IN",SCT,"[{'cover': 'SCT', 'base': 400}, {'cover': 'SCT', 'base': 1200}]",LIFR,BR,,,,,,,CCJ,Calicut International Airport,India,Calicut,https://www.worlddata.info/asia/india/airports.php
2608,VOHS,2025-11-22 21:34:36.004000+00:00,1763847000,2025-11-22T21:30:00.000Z,20.0,19.0,130,5.0,3.11,1017.0,16,METAR,METAR VOHS 222130Z 13005KT 5000 BR FEW015 20/19 Q1017 NOSIG,17.233,78.429,607,"Hyderabad/Gandhi Intl, AP, IN",FEW,"[{'cover': 'FEW', 'base': 1500}]",MVFR,BR,,,,,,,HYD,Rajiv Gandhi International Airport,India,Hyderabad,https://www.worlddata.info/asia/india/airports.php
2609,VOKN,2025-11-22 21:36:15.612000+00:00,1763847000,2025-11-22T21:30:00.000Z,24.0,22.0,350,4.0,3.11,1011.0,16,METAR,METAR VOKN 222130Z 35004KT 5000 BR FEW012 FEW025CB SCT080 24/22 Q1011 NOSIG,11.917,75.547,105,"Kannur Intl, KL, IN",SCT,"[{'cover': 'FEW', 'base': 1200}, {'cover': 'FEW', 'base': 2500}, {'cover': 'SCT', 'base': 8000}]",MVFR,BR,,,,,,,CNN,Kannur International Airport,India,Kannur,https://www.worlddata.info/asia/india/airports.php
2610,VOMD,2025-11-22 21:34:36.164000+00:00,1763847000,2025-11-22T21:30:00.000Z,25.0,23.0,350,4.0,1.86,1011.0,16,METAR,METAR VOMD 222130Z 35004KT 3000 BR SCT018 BKN100 25/23 Q1011 NOSIG,9.835,78.093,135,"Madurai Intl, TN, IN",BKN,"[{'cover': 'SCT', 'base': 1800}, {'cover': 'BKN', 'base': 10000}]",IFR,BR,,,,,,,IXM,Madurai Airport,India,Madurai,https://www.worlddata.info/asia/india/airports.php
2611,VOML,2025-11-22 22:01:25.838000+00:00,1763848800,2025-11-22T22:00:00.000Z,22.0,22.0,VRB,2.0,1.24,1012.0,0,METAR,METAR VOML 222200Z VRB02KT 2000 BR FEW001 SCT012 FEW025CB BKN080 22/22 Q1012 TEMPO 1500 BR,12.961,74.89,100,"Mangaluru Arpt, KA, IN",BKN,"[{'cover': 'FEW', 'base': 100}, {'cover': 'SCT', 'base': 1200}, {'cover': 'FEW', 'base': 2500}, {'cover': 'BKN', 'base': 8000}]",IFR,BR,,,,,,,IXE,Mangalore International Airport,India,Mangalore,https://www.worlddata.info/asia/india/airports.php
2612,VOMM,2025-11-22 21:34:35.653000+00:00,1763847000,2025-11-22T21:30:00.000Z,27.0,25.0,50,3.0,3.11,1011.0,16,METAR,METAR VOMM 222130Z 05003KT 5000 BR SCT018 FEW025TCU SCT080 27/25 Q1011 NOSIG,12.994,80.18,7,"Chennai Intl, TN, IN",SCT,"[{'cover': 'SCT', 'base': 1800}, {'cover': 'FEW', 'base': 2500}, {'cover': 'SCT', 'base': 8000}]",MVFR,BR,,,,,,,MAA,Chennai International Airport,India,Chennai,https://www.worlddata.info/asia/india/airports.php
2613,VOTR,2025-11-22 22:03:09.400000+00:00,1763848800,2025-11-22T22:00:00.000Z,25.0,23.0,10,4.0,2.49,1011.0,16,METAR,METAR VOTR 222200Z 01004KT 4000 BR FEW016 BKN100 25/23 Q1011 NOSIG,10.765,78.71,90,"Tiruchchirapalli Arpt, TN, IN",BKN,"[{'cover': 'FEW', 'base': 1600}, {'cover': 'BKN', 'base': 10000}]",IFR,BR,,,,,,,TRZ,Tiruchirappalli International Airport,India,Tiruchirappalli,https://www.worlddata.info/asia/india/airports.php
2614,VOTV,2025-11-22 22:03:09.645000+00:00,1763848800,2025-11-22T22:00:00.000Z,25.0,23.0,0,0.0,2.49,1009.0,16,METAR,METAR VOTV 222200Z 00000KT 4000 BR FEW010 SCT012 FEW025CB BKN080 25/23 Q1009 NOSIG,8.484,76.919,9,"Thiruvananthapuram Intl, KL, IN",BKN,"[{'cover': 'FEW', 'base': 1000}, {'cover': 'SCT', 'base': 1200}, {'cover': 'FEW', 'base': 2500}, {'cover': 'BKN', 'base': 8000}]",IFR,BR,,,,,,,TRV,Thiruvananthapuram International Airport,India,Thiruvananthapuram,https://www.worlddata.info/asia/india/airports.php
2615,VTBD,2025-11-22 21:35:18.916000+00:00,1763847000,2025-11-22T21:30:00.000Z,22.0,17.0,350,5.0,6+,1013.0,16,METAR,METAR VTBD 222130Z 35005KT 9999 FEW030 22/17 Q1013 NOSIG,13.913,100.607,6,"Bangkok Intl, 10, TH",FEW,"[{'cover': 'FEW', 'base': 3000}]",VFR,,,,,,,,DMK,Don Mueang International Airport,Thailand,Bangkok,https://www.worlddata.info/asia/thailand/airports.php
2616,VTBS,2025-11-22 21:35:18.964000+00:00,1763847000,2025-11-22T21:30:00.000Z,23.0,17.0,360,4.0,6+,1013.0,16,METAR,METAR VTBS 222130Z 36004KT CAVOK 23/17 Q1013 NOSIG,13.686,100.767,1,"Bangkok/Suvarnabhumi Arpt, 20, TH",CAVOK,[],VFR,,,,,,,,BKK,Suvarnabhumi Airport,Thailand,Bangkok,https://www.worlddata.info/asia/thailand/airports.php
2617,VTBU,2025-11-22 21:35:19.228000+00:00,1763847000,2025-11-22T21:30:00.000Z,23.0,19.0,360,10.0,4.97,1011.0,16,METAR,METAR VTBU 222130Z 36010KT 8000 NSC 23/19 Q1011 NOSIG,12.68,101.001,12,"Rayong/U-Tapao Intl, 21, TH",CLR,[],MVFR,,,,,,,,UTP,U-Tapao International Airport,Thailand,Rayong,https://www.worlddata.info/asia/thailand/airports.php
2618,VTCC,2025-11-22 21:35:19.041000+00:00,1763847000,2025-11-22T21:30:00.000Z,18.0,17.0,0,0.0,6+,1017.0,16,METAR,METAR VTCC 222130Z 00000KT CAVOK 18/17 Q1017 NOSIG,18.771,98.963,308,"Chiang Mai Intl, 50, TH",CAVOK,[],VFR,,,,,,,,CNX,Chiang Mai International Airport,Thailand,Chiang Mai,https://www.worlddata.info/asia/thailand/airports.php
2619,VTSP,2025-11-22 21:35:19.108000+00:00,1763847000,2025-11-22T21:30:00.000Z,24.0,24.0,VRB,1.0,6+,1009.0,16,METAR,METAR VTSP 222130Z VRB01KT 9999 FEW020 24/24 Q1009 NOSIG,8.105,98.308,12,"Phuket Intl, 83, TH",FEW,"[{'cover': 'FEW', 'base': 2000}]",VFR,,,,,,,,HKT,Phuket International Airport,Thailand,Phuket,https://www.worlddata.info/asia/thailand/airports.php
2620,VTSS,2025-11-22 21:35:19.174000+00:00,1763847000,2025-11-22T21:30:00.000Z,24.0,24.0,50,15.0,1.86,1007.0,16,METAR,METAR VTSS 222130Z 05015G32KT 3000 RA SCT007 SCT018 BKN025 24/24 Q1007 NOSIG,6.933,100.393,28,"Hat Yai Intl, 90, TH",BKN,"[{'cover': 'SCT', 'base': 700}, {'cover': 'SCT', 'base': 1800}, {'cover': 'BKN', 'base': 2500}]",IFR,RA,,,32.0,,,,HDY,Hat Yai International Airport,Thailand,Hat Yai,https://www.worlddata.info/asia/thailand/airports.php
2621,VVCI,2025-11-22 21:35:30.190000+00:00,1763847000,2025-11-22T21:30:00.000Z,20.0,12.0,0,0.0,6+,1019.0,16,METAR,METAR VVCI 222130Z 00000KT CAVOK 20/12 Q1019 NOSIG,20.823,106.727,6,"Haiphong/Cat Bi Intl, HP, VN",CAVOK,[],VFR,,,,,,,,HPH,Cat Bi International Airport,Vietnam,Haiphong (Hai An),https://www.worlddata.info/asia/vietnam/airports.php
2622,VVCR,2025-11-22 21:35:30.271000+00:00,1763847000,2025-11-22T21:30:00.000Z,26.0,24.0,10,10.0,6+,1012.0,16,METAR,METAR VVCR 222130Z 01010KT 9999 SCT017 BKN050 26/24 Q1012 NOSIG,11.998,109.219,12,"Cam Ranh Intl, BR, VN",BKN,"[{'cover': 'SCT', 'base': 1700}, {'cover': 'BKN', 'base': 5000}]",VFR,,,,,,,,CXR,Cam Ranh International Airport / Cam Ranh Air Base,Vietnam,Cam Ranh,https://www.worlddata.info/asia/vietnam/airports.php
2623,VVCT,2025-11-22 21:35:30.342000+00:00,1763847000,2025-11-22T21:30:00.000Z,25.0,24.0,360,4.0,6+,1009.0,16,METAR,METAR VVCT 222130Z 36004KT 9999 SCT015 BKN040 25/24 Q1009 NOSIG,10.085,105.712,6,"Can Tho Intl, 2, VN",BKN,"[{'cover': 'SCT', 'base': 1500}, {'cover': 'BKN', 'base': 4000}]",VFR,,,,,,,,VCA,Can Tho International Airport,Vietnam,Can Tho,https://www.worlddata.info/asia/vietnam/airports.php
2624,VVDN,2025-11-22 21:35:30.394000+00:00,1763847000,2025-11-22T21:30:00.000Z,20.0,20.0,0,0.0,3.73,1016.0,16,METAR,METAR VVDN 222130Z 00000KT 6000 SCT015 BKN042 20/20 Q1016 NOSIG,16.044,108.199,7,"Da Nang Intl, DN, VN",BKN,"[{'cover': 'SCT', 'base': 1500}, {'cover': 'BKN', 'base': 4200}]",MVFR,,,,,,,,DAD,Da Nang International Airport,Vietnam,Da Nang,https://www.worlddata.info/asia/vietnam/airports.php
2625,VVNB,2025-11-22 21:35:30.435000+00:00,1763847000,2025-11-22T21:30:00.000Z,18.0,14.0,VRB,1.0,6+,1020.0,16,METAR,METAR VVNB 222130Z VRB01KT CAVOK 18/14 Q1020 NOSIG,21.218,105.805,6,"Hanoi/Noi Bai Intl, HI, VN",CAVOK,[],VFR,,,,,,,,HAN,Noi Bai International Airport,Vietnam,Hanoi (Soc Son),https://www.worlddata.info/asia/vietnam/airports.php
2626,VVPB,2025-11-22 21:35:30.486000+00:00,1763847000,2025-11-22T21:30:00.000Z,20.0,19.0,250,3.0,3.11,1017.0,16,METAR,METAR VVPB 222130Z 25003KT 5000 -RA SCT009 BKN013 BKN040 20/19 Q1017 NOSIG,16.399,107.699,15,"Huế/Phu Bai Arpt, BC, VN",BKN,"[{'cover': 'SCT', 'base': 900}, {'cover': 'BKN', 'base': 1300}, {'cover': 'BKN', 'base': 4000}]",MVFR,-RA,,,,,,,HUI,Phu Bai International Airport,Vietnam,Huế,https://www.worlddata.info/asia/vietnam/airports.php
2627,VVPQ,2025-11-22 21:59:29.132000+00:00,1763847000,2025-11-22T21:30:00.000Z,26.0,20.0,30,10.0,6+,1008.0,16,METAR,METAR VVPQ 222130Z 03010KT 9999 FEW015 26/20 Q1008 NOSIG,10.169,103.995,8,"Phu Quoc Arpt, 40, VN",FEW,"[{'cover': 'FEW', 'base': 1500}]",VFR,,,,,,,,PQC,Phu Quoc International Airport,Vietnam,Phu Quoc Island,https://www.worlddata.info/asia/vietnam/airports.php
2628,VVTS,2025-11-22 21:35:30.542000+00:00,1763847000,2025-11-22T21:30:00.000Z,25.0,23.0,30,3.0,6+,1009.0,16,METAR,METAR VVTS 222130Z 03003KT CAVOK 25/23 Q1009 NOSIG,10.817,106.667,10,"Ho Chi Minh/Nhat Intl, 23, VN",CAVOK,[],VFR,,,,,,,,SGN,Tan Son Nhat International Airport,Vietnam,Ho Chi Minh City,https://www.worlddata.info/asia/vietnam/airports.php
2629,VVVD,2025-11-22 21:35:30.592000+00:00,1763847000,2025-11-22T21:30:00.000Z,18.0,16.0,60,3.0,6+,1020.0,2,METAR,METAR VVVD 222130Z AUTO 06003KT 9999 OVC081/// 18/16 Q1020,21.118,107.414,8,"Van Don Intl, 21, VN",OVC,"[{'cover': 'OVC', 'base': 8100}]",VFR,,,,,,,,VDO,Van Don International Airport,Vietnam,Van Don,https://www.worlddata.info/asia/vietnam/airports.php
2630,VYYY,2025-11-22 21:35:21.695000+00:00,1763847000,2025-11-22T21:30:00.000Z,26.0,25.0,310,2.0,3.73,1012.0,16,METAR,METAR VYYY 222130Z 31002KT 6000 FEW020 26/25 Q1012 NOSIG,16.906,96.137,31,"Yangon Intl, 6, MM",FEW,"[{'cover': 'FEW', 'base': 2000}]",MVFR,,,,,,,,RGN,Yangon International Airport,Myanmar,Yangon,https://www.worlddata.info/asia/burma/airports.php
2631,WAAA,2025-11-22 21:35:21.161000+00:00,1763847000,2025-11-22T21:30:00.000Z,24.0,24.0,110,4.0,4.97,1008.0,16,METAR,METAR WAAA 222130Z 11004KT 8000 SCT018 24/24 Q1008 NOSIG,-5.062,119.554,13,"Makassar/Hasanuddin Intl, SN, ID",SCT,"[{'cover': 'SCT', 'base': 1800}]",MVFR,,,,,,,,UPG,Hasanuddin International Airport,Indonesia,Ujung Pandang,https://www.worlddata.info/asia/indonesia/airports.php
2632,WABB,2025-11-22 21:35:21.235000+00:00,1763847000,2025-11-22T21:30:00.000Z,26.0,26.0,0,0.0,3.73,1007.0,16,METAR,METAR WABB 222130Z 00000KT 6000 -RA SCT015 BKN100 26/26 Q1007 NOSIG,-1.19,136.108,12,"Biak/Kaisiepo Arpt, PA, ID",BKN,"[{'cover': 'SCT', 'base': 1500}, {'cover': 'BKN', 'base': 10000}]",MVFR,-RA,,,,,,,BIK,Frans Kaisiepo Airport,Indonesia,Biak,https://www.worlddata.info/asia/indonesia/airports.php
2633,WADD,2025-11-22 21:35:21.552000+00:00,1763847000,2025-11-22T21:30:00.000Z,26.0,25.0,320,3.0,6+,1007.0,16,METAR,METAR WADD 222130Z 32003KT 9999 SCT016 26/25 Q1007 NOSIG,-8.748,115.167,3,"Bali/Rai Intl, BA, ID",SCT,"[{'cover': 'SCT', 'base': 1600}]",VFR,,,,,,,,DPS,Ngurah Rai (Bali) International Airport,Indonesia,Denpasar,https://www.worlddata.info/asia/indonesia/airports.php
2634,WADL,2025-11-22 21:35:22.927000+00:00,1763847000,2025-11-22T21:30:00.000Z,24.0,23.0,VRB,1.0,4.35,1008.0,16,METAR,METAR WADL 222130Z VRB01KT 7000 SCT016 24/23 Q1008 NOSIG,-8.757,116.277,97,"Lombok Intl, NB, ID",SCT,"[{'cover': 'SCT', 'base': 1600}]",MVFR,,,,,,,,LOP,Lombok International Airport,Indonesia,Mataram,https://www.worlddata.info/asia/indonesia/airports.php
2635,WAHI,2025-11-22 21:35:22.989000+00:00,1763847000,2025-11-22T21:30:00.000Z,24.0,23.0,60,3.0,5.59,1008.0,16,METAR,METAR WAHI 222130Z 06003KT 9000 FEW020 24/23 Q1008 NOSIG,-7.9041,110.0575,7,"Yogyakarta Intl, YO, ID",FEW,"[{'cover': 'FEW', 'base': 2000}]",VFR,,,,,,,,YIA,Yogyakarta International Airport,Indonesia,Yogyakarta,https://www.worlddata.info/asia/indonesia/airports.php
2636,WAJJ,2025-11-22 21:35:21.904000+00:00,1763847000,2025-11-22T21:30:00.000Z,25.0,24.0,260,2.0,6+,1007.0,16,METAR,METAR WAJJ 222130Z 26002KT 9999 FEW012 25/24 Q1007 NOSIG,-2.573,140.514,93,"Jayapura/Sentani Arpt, PA, ID",FEW,"[{'cover': 'FEW', 'base': 1200}]",VFR,,,,,,,,DJJ,Dortheys Hiyo Eluay International Airport,Indonesia,Sentani,https://www.worlddata.info/asia/indonesia/airports.php
2637,WALL,2025-11-22 21:35:22.892000+00:00,1763847000,2025-11-22T21:30:00.000Z,26.0,25.0,310,4.0,5.59,1009.0,0,METAR,METAR WALL 222130Z 31004KT 270V340 9000 FEW020 26/25 Q1009,-1.268,116.894,3,"Sepinggan Intl, KI, ID",FEW,"[{'cover': 'FEW', 'base': 2000}]",VFR,,,,,,,,BPN,Sultan Aji Muhammad Sulaiman Sepinggan International Airport,Indonesia,Balikpapan,https://www.worlddata.info/asia/indonesia/airports.php
2638,WAMM,2025-11-22 21:35:22.421000+00:00,1763847000,2025-11-22T21:30:00.000Z,24.0,24.0,VRB,1.0,6+,1011.0,16,METAR,METAR WAMM 222130Z VRB01KT 9999 FEW020 24/24 Q1011 NOSIG,1.541,124.926,86,"Manado/Ratulangi Intl, SA, ID",FEW,"[{'cover': 'FEW', 'base': 2000}]",VFR,,,,,,,,MDC,Sam Ratulangi Airport,Indonesia,Manado,https://www.worlddata.info/asia/indonesia/airports.php
2639,WAOO,2025-11-22 21:35:22.827000+00:00,1763847000,2025-11-22T21:30:00.000Z,25.0,24.0,20,5.0,6+,1009.0,2,METAR,METAR WAOO 222130Z AUTO 02005KT 9999 VCTS FEW018 BKN046 BKN047 25/24 Q1009,-3.44,114.759,23,"Banjarmasin/Syamsudin Noor Arpt, KS, ID",BKN,"[{'cover': 'FEW', 'base': 1800}, {'cover': 'BKN', 'base': 4600}, {'cover': 'BKN', 'base': 4700}]",VFR,VCTS,,,,,,,BDJ,Syamsudin Noor International Airport,Indonesia,Landasan Ulin,https://www.worlddata.info/asia/indonesia/airports.php
2640,WAPP,2025-11-22 21:35:21.974000+00:00,1763847000,2025-11-22T21:30:00.000Z,25.0,24.0,10,4.0,6+,1007.0,16,METAR,METAR WAPP 222130Z 01004KT 9999 FEW016 25/24 Q1007 NOSIG,-3.71,128.089,20,"Ambon/Pattimura Arpt, MA, ID",FEW,"[{'cover': 'FEW', 'base': 1600}]",VFR,,,,,,,,AMQ,Pattimura International Airport,Indonesia,Ambon,https://www.worlddata.info/asia/indonesia/airports.php
2641,WARR,2025-11-22 21:35:21.638000+00:00,1763847000,2025-11-22T21:30:00.000Z,26.0,26.0,10,3.0,4.35,1008.0,16,METAR,METAR WARR 222130Z 01003KT 7000 FEW020 26/26 Q1008 NOSIG,-7.38,112.787,3,"Surabaya/Juanda Intl, JI, ID",FEW,"[{'cover': 'FEW', 'base': 2000}]",MVFR,,,,,,,,SUB,Juanda International Airport,Indonesia,Surabaya,https://www.worlddata.info/asia/indonesia/airports.php
