,icaoId,receiptTime,obsTime,reportTime,temp,dewp,wdir,wspd,visib,altim,qcField,metarType,rawOb,lat,lon,elev,name,cover,clouds,fltCat,wxString,slp,presTend,precip,wgst,vertVis,maxT,minT,IATA,Airport name,Country,City,Information
52,CYEV,2025-11-14 17:34:17.628000+00:00,1763141280,2025-11-14T17:28:00.000Z,-18.0,-20.0,280,5.0,6,1010.9,0,SPECI,SPECI CYEV 141728Z CCA 28005KT 6SM -SN OVC021 M18/M20 A2985 RMK SC8 SLP118,68.309,-133.5,74,"Inuvik/Zubko Arpt, NT, CA",OVC,"[{'cover': 'OVC', 'base': 2100}]",MVFR,-SN,1011.8,,,,,,,YEV,Inuvik Mike Zubko Airport,Canada,Inuvik,https://www.worlddata.info/america/canada/airports.php
53,CYFB,2025-11-14 17:08:17.124000+00:00,1763139600,2025-11-14T17:00:00.000Z,1.0,-3.0,170,11.0,30,1019.7,0,METAR,METAR CYFB 141700Z 17011KT 30SM SCT026 BKN056 01/M03 A3011 RMK SC4SC3 SLP200,63.75,-68.544,23,"Iqaluit Arpt, NU, CA",BKN,"[{'cover': 'SCT', 'base': 2600}, {'cover': 'BKN', 'base': 5600}]",VFR,,1020.0,,,,,,,YFB,Iqaluit Airport,Canada,Iqaluit,https://www.worlddata.info/america/canada/airports.php
54,CYFC,2025-11-14 17:08:17.145000+00:00,1763139600,2025-11-14T17:00:00.000Z,3.0,-7.0,300,11.0,9,1008.2,2,METAR,METAR CYFC 141700Z AUTO 30011G22KT 9SM CLR 03/M07 A2977 RMK SLP084,45.873,-66.539,16,"Fredericton Intl, NB, CA",CLR,[],VFR,,1008.4,,,22.0,,,,YFC,Fredericton Airport,Canada,Fredericton,https://www.worlddata.info/america/canada/airports.php
55,CYFO,2025-11-14 17:08:23.117000+00:00,1763139600,2025-11-14T17:00:00.000Z,3.0,-3.0,280,11.0,15,990.9,0,METAR,METAR CYFO 141700Z 28011G21KT 15SM BKN027 BKN150 03/M03 A2926 RMK SC5AC1 SLP925,54.678,-101.68,303,"Flin Flon Arpto, MB, CA",BKN,"[{'cover': 'BKN', 'base': 2700}, {'cover': 'BKN', 'base': 15000}]",MVFR,,992.5,,,21.0,,,,YFO,Flin Flon Airport,Canada,Flin Flon,https://www.worlddata.info/america/canada/airports.php
56,CYFR,2025-11-14 17:45:20.931000+00:00,1763141940,2025-11-14T17:39:00.000Z,-3.0,-4.0,350,12.0,4,998.4,0,SPECI,SPECI CYFR 141739Z 35012G18KT 4SM -SG BLSN OVC011 M03/M04 A2948 RMK ST8 SLP998,61.178,-113.688,159,"Fort Resolution Arpt, NT, CA",OVC,"[{'cover': 'OVC', 'base': 1100}]",MVFR,-SG BLSN,999.8,,,18.0,,,,YFR,Fort Resolution Airport,Canada,Fort Resolution,https://www.worlddata.info/america/canada/airports.php
57,CYFS,2025-11-14 17:08:21.679000+00:00,1763139600,2025-11-14T17:00:00.000Z,-9.0,-12.0,330,7.0,15,1006.9,0,METAR,METAR CYFS 141700Z 33007KT 15SM FEW014 BKN087 M09/M12 A2973 RMK SC2AC5 SLP084,61.76,-121.23,174,"Fort Simpson Arpt, NT, CA",BKN,"[{'cover': 'FEW', 'base': 1400}, {'cover': 'BKN', 'base': 8700}]",VFR,,1008.4,,,,,,,YFS,Fort Simpson Airport,Canada,Fort Simpson,https://www.worlddata.info/america/canada/airports.php
58,CYFT,2025-11-14 17:41:16.329000+00:00,1763141640,2025-11-14T17:34:00.000Z,-1.0,-2.0,10,11.0,1.25,1013.0,0,SPECI,SPECI CYFT 141734Z 01011G21KT 1 1/4SM -FZRA -SN BR SCT007 OVC011 M01/M02 A2991 RMK SN2SF1ST5 SLP135,55.082,-59.189,65,"Makkovik Arpt, NL, CA",OVC,"[{'cover': 'SCT', 'base': 700}, {'cover': 'OVC', 'base': 1100}]",IFR,-FZRA -SN BR,1013.5,,,21.0,,,,YMN,Makkovik Airport,Canada,Makkovik,https://www.worlddata.info/america/canada/airports.php
59,CYGH,2025-11-14 17:08:21.707000+00:00,1763139600,2025-11-14T17:00:00.000Z,-15.0,-17.0,240,5.0,15,1009.6,0,METAR,METAR CYGH 141700Z 24005KT 15SM -SN SCT032 BKN055 M15/M17 A2981 RMK SC3SC4 SLP106,66.242,-128.644,72,"Fort Good Hope Arpt, NT, CA",BKN,"[{'cover': 'SCT', 'base': 3200}, {'cover': 'BKN', 'base': 5500}]",VFR,-SN,1010.6,,,,,,,YGH,Fort Good Hope Airport,Canada,Fort Good Hope,https://www.worlddata.info/america/canada/airports.php
60,CYGK,2025-11-14 17:08:21.724000+00:00,1763139600,2025-11-14T17:00:00.000Z,6.0,0.0,300,9.0,15,1016.7,0,METAR,METAR CYGK 141700Z 30009KT 250V330 15SM FEW015 SCT040 BKN240 06/00 A3002 RMK SF2SC1CI3 SLP170,44.223,-76.599,91,"Kingston Arpt, ON, CA",BKN,"[{'cover': 'FEW', 'base': 1500}, {'cover': 'SCT', 'base': 4000}, {'cover': 'BKN', 'base': 24000}]",VFR,,1017.0,,,,,,,YGK,Kingston Norman Rogers Airport,Canada,Kingston,https://www.worlddata.info/america/canada/airports.php
61,CYGL,2025-11-14 17:08:17.175000+00:00,1763139600,2025-11-14T17:00:00.000Z,-3.0,-3.0,0,0.0,5,1016.0,0,METAR,METAR CYGL 141700Z 00000KT 5SM -SN OVC015 M03/M03 A3000 RMK SC8 SLP176,53.625,-77.7,192,"La Grande Riviere Arpt, QC, CA",OVC,"[{'cover': 'OVC', 'base': 1500}]",MVFR,-SN,1017.6,,,,,,,YGL,La Grande Rivière Airport,Canada,La Grande Rivière,https://www.worlddata.info/america/canada/airports.php
62,CYGP,2025-11-14 17:08:21.741000+00:00,1763139600,2025-11-14T17:00:00.000Z,1.0,-4.0,300,13.0,15,1006.5,0,METAR,METAR CYGP 141700Z 30013G18KT 270V330 15SM BKN023 BKN039 OVC080 01/M04 A2972 RMK SC5SC2AC1 SLP069,48.777,-64.478,31,"Gaspé Arpt, QC, CA",OVC,"[{'cover': 'BKN', 'base': 2300}, {'cover': 'BKN', 'base': 3900}, {'cover': 'OVC', 'base': 8000}]",MVFR,,1006.9,,,18.0,,,,YGP,Michel-Pouliot Gaspé Airport,Canada,Gaspé,https://www.worlddata.info/america/canada/airports.php
63,CYGR,2025-11-14 17:08:21.759000+00:00,1763139600,2025-11-14T17:00:00.000Z,3.0,3.0,330,22.0,5,999.7,0,METAR,METAR CYGR 141700Z 33022G31KT 5SM -SHRA BR BKN010 OVC043 03/03 A2952 RMK SC7SC1 CVCTV CLD EMBD SLP998,47.425,-61.775,4,"Îles de la Madeleine Arpt, QC, CA",OVC,"[{'cover': 'BKN', 'base': 1000}, {'cover': 'OVC', 'base': 4300}]",MVFR,-SHRA BR,999.8,,,31.0,,,,YGR,Îles-de-la-Madeleine Airport,Canada,Les Îles-de-la-Madeleine,https://www.worlddata.info/america/canada/airports.php
64,CYGT,2025-11-14 17:08:21.770000+00:00,1763139600,2025-11-14T17:00:00.000Z,-10.0,-12.0,310,18.0,15,1008.5,0,METAR,METAR CYGT 141700Z 31018KT 15SM DRSN SCT012 BKN016 M10/M12 A2978 RMK SC3SC2 PRESRR SLP092,69.37,-81.82,49,"Igloolik Arpt, NU, CA",BKN,"[{'cover': 'SCT', 'base': 1200}, {'cover': 'BKN', 'base': 1600}]",MVFR,DRSN,1009.2,,,,,,,YGT,Igloolik Airport,Canada,Igloolik,https://www.worlddata.info/america/canada/airports.php
65,CYGV,2025-11-14 17:08:21.791000+00:00,1763139600,2025-11-14T17:00:00.000Z,1.0,-4.0,10,14.0,9,1005.8,2,METAR,METAR CYGV 141700Z AUTO 01014G22KT 9SM OVC071 01/M04 A2970 RMK SLP063,50.286,-63.606,32,"Havre St Pierre Arpt, QC, CA",OVC,"[{'cover': 'OVC', 'base': 7100}]",VFR,,1006.3,,,22.0,,,,YGV,Havre-Saint-Pierre Airport,Canada,Havre-Saint-Pierre,https://www.worlddata.info/america/canada/airports.php
66,CYGW,2025-11-14 17:08:21.822000+00:00,1763139600,2025-11-14T17:00:00.000Z,-3.0,-5.0,120,12.0,9,1017.0,2,METAR,METAR CYGW 141700Z AUTO 12012KT 9SM CLR M03/M05 A3003 RMK SLP173,55.283,-77.76,13,"Kuujjuarapik Arpt, QC, CA",CLR,[],VFR,,1017.3,,,,,,,YGW,Kuujjuarapik Airport,Canada,Kuujjuarapik,https://www.worlddata.info/america/canada/airports.php
67,CYHD,2025-11-14 17:08:21.846000+00:00,1763139600,2025-11-14T17:00:00.000Z,7.0,0.0,170,13.0,9,1002.5,2,METAR,METAR CYHD 141700Z AUTO 17013G19KT 9SM FEW220 SCT240 07/M00 A2960 RMK SLP046,49.83,-92.74,414,"Dryden Rgnl, ON, CA",SCT,"[{'cover': 'FEW', 'base': 22000}, {'cover': 'SCT', 'base': 24000}]",VFR,,1004.6,,,19.0,,,,YHD,Dryden Regional Airport,Canada,Dryden,https://www.worlddata.info/america/canada/airports.php
68,CYHE,2025-11-14 17:08:21.873000+00:00,1763139600,2025-11-14T17:00:00.000Z,6.0,6.0,VRB,2.0,7,1008.9,2,METAR,METAR CYHE 141700Z AUTO VRB02KT 7SM BKN100 BKN120 06/06 A2979 RMK ICE MISG SLP090,49.37,-121.493,43,"Hope Rgnl Airpark, BC, CA",BKN,"[{'cover': 'BKN', 'base': 10000}, {'cover': 'BKN', 'base': 12000}]",VFR,,1009.0,,,,,,,YHE,Hope Airport / FVRD Regional Airpark,Canada,Hope,https://www.worlddata.info/america/canada/airports.php
69,CYHI,2025-11-14 17:08:21.885000+00:00,1763139600,2025-11-14T17:00:00.000Z,-19.0,-21.0,60,4.0,1,997.7,0,METAR,METAR CYHI 141700Z 06004KT 1SM -SN VV027 M19/M21 A2946 RMK SN8 SLP982,70.761,-117.8,33,"Ulukhaktok/Holman Arpt, NT, CA",OVX,"[{'cover': 'OVX', 'base': 2700}]",IFR,-SN,998.2,,,,27.0,,,YHI,Ulukhaktok Holman Airport,Canada,Ulukhaktok,https://www.worlddata.info/america/canada/airports.php
70,CYHK,2025-11-14 17:08:21.920000+00:00,1763139600,2025-11-14T17:00:00.000Z,-12.0,-13.0,200,14.0,15,1008.9,0,METAR,METAR CYHK 141700Z 20014KT 15SM OVC015 M12/M13 A2979 RMK SC8 SLP095,68.633,-95.851,36,"Gjoa Haven Arpt, NU, CA",OVC,"[{'cover': 'OVC', 'base': 1500}]",MVFR,,1009.5,,,,,,,YHK,Gjoa Haven Airport,Canada,Gjoa Haven,https://www.worlddata.info/america/canada/airports.php
71,CYHM,2025-11-14 17:09:04.277000+00:00,1763139600,2025-11-14T17:00:00.000Z,7.0,0.0,240,8.0,15,1017.4,0,METAR,METAR CYHM 141700Z 24008KT 15SM BKN095 OVC110 07/M00 A3004 RMK AC5AC3 SLP183,43.173,-79.936,237,"Hamilton/Munro Intl, ON, CA",OVC,"[{'cover': 'BKN', 'base': 9500}, {'cover': 'OVC', 'base': 11000}]",VFR,,1018.3,,,,,,,YHM,John C. Munro Hamilton International Airport,Canada,Hamilton,https://www.worlddata.info/america/canada/airports.php
72,CYHU,2025-11-14 17:37:28.078000+00:00,1763141580,2025-11-14T17:33:00.000Z,3.0,-1.0,280,9.0,9,1014.3,2,SPECI,SPECI CYHU 141733Z AUTO 28009G16KT 9SM -RA SCT020 SCT030 OVC060 03/M01 A2995 RMK SLP145,45.516,-73.415,26,"Montreal/St Hubert, QC, CA",OVC,"[{'cover': 'SCT', 'base': 2000}, {'cover': 'SCT', 'base': 3000}, {'cover': 'OVC', 'base': 6000}]",VFR,-RA,1014.5,,,16.0,,,,YHU,Montréal / Saint-Hubert Airport,Canada,Montréal,https://www.worlddata.info/america/canada/airports.php
73,CYHY,2025-11-14 17:08:21.986000+00:00,1763139600,2025-11-14T17:00:00.000Z,-6.0,-9.0,320,21.0,11,1002.1,0,METAR,METAR CYHY 141700Z 32021G26KT 11SM DRSN BKN013 BKN055 BKN090 M06/M09 A2959 RMK SC5SC1AC1 SLP036,60.839,-115.781,159,"Hay River/Carter Arpt, NT, CA",BKN,"[{'cover': 'BKN', 'base': 1300}, {'cover': 'BKN', 'base': 5500}, {'cover': 'BKN', 'base': 9000}]",MVFR,DRSN,1003.6,,,26.0,,,,YHY,Hay River / Merlyn Carter Airport,Canada,Hay River,https://www.worlddata.info/america/canada/airports.php
74,CYHZ,2025-11-14 17:47:11.249000+00:00,1763142060,2025-11-14T17:41:00.000Z,4.0,1.0,340,12.0,15,1002.5,0,SPECI,SPECI CYHZ 141741Z 34012G22KT 15SM -SHRA BKN019 04/01 A2960 RMK SC7 CVCTV CLD EMBD SLP031,44.8781,-63.5136,136,"Halifax/Stanfield Intl, NS, CA",BKN,"[{'cover': 'BKN', 'base': 1900}]",MVFR,-SHRA,1003.1,,,22.0,,,,YHZ,Halifax / Stanfield International Airport,Canada,Halifax,https://www.worlddata.info/america/canada/airports.php
75,CYIK,2025-11-14 17:08:22+00:00,1763139600,2025-11-14T17:00:00.000Z,-2.0,-5.0,150,8.0,15,1016.3,0,METAR,METAR CYIK 141700Z 15008KT 15SM BKN028 BKN029 OVC030 M02/M05 A3001 RMK SC6SC1SC1 SLP167,62.417,-77.925,44,"Ivujivik Arpt, QC, CA",OVC,"[{'cover': 'BKN', 'base': 2800}, {'cover': 'BKN', 'base': 2900}, {'cover': 'OVC', 'base': 3000}]",MVFR,,1016.7,,,,,,,YIK,Ivujivik Airport,Canada,Ivujivik,https://www.worlddata.info/america/canada/airports.php
76,CYIO,2025-11-14 17:08:22.020000+00:00,1763139600,2025-11-14T17:00:00.000Z,-4.0,-4.0,270,13.0,8,999.4,2,METAR,METAR CYIO 141700Z AUTO 27013KT 8SM -SN FEW008 OVC018 M04/M04 A2951 RMK ICE SLP001,72.694,-77.957,61,"Pond Inlet Arpt, NU, CA",OVC,"[{'cover': 'FEW', 'base': 800}, {'cover': 'OVC', 'base': 1800}]",MVFR,-SN,1000.1,,,,,,,YIO,Pond Inlet Airport,Canada,Pond Inlet,https://www.worlddata.info/america/canada/airports.php
77,CYIV,2025-11-14 17:08:22.043000+00:00,1763139600,2025-11-14T17:00:00.000Z,3.0,-3.0,150,14.0,9,992.0,2,METAR,METAR CYIV 141700Z AUTO 15014G21KT 9SM BKN110 BKN130 03/M03 A2929 RMK SLP935,53.857,-94.655,234,"Island Lake Arpt, MB, CA",BKN,"[{'cover': 'BKN', 'base': 11000}, {'cover': 'BKN', 'base': 13000}]",VFR,,993.5,,,21.0,,,,YIV,Island Lake Airport,Canada,Island Lake,https://www.worlddata.info/america/canada/airports.php
78,CYKA,2025-11-14 17:08:22.060000+00:00,1763139600,2025-11-14T17:00:00.000Z,4.0,-2.0,110,6.0,40,1008.2,0,METAR,METAR CYKA 141700Z 11006KT 40SM BKN055 04/M02 A2977 RMK SC7 SLP096,50.704,-120.444,344,"Kamloops Arpt, BC, CA",BKN,"[{'cover': 'BKN', 'base': 5500}]",VFR,,1009.6,,,,,,,YKA,Kamloops John Moose Fulton Field Regional Airport,Canada,Kamloops,https://www.worlddata.info/america/canada/airports.php
79,CYKD,2025-11-14 17:24:42.368000+00:00,1763140920,2025-11-14T17:22:00.000Z,-17.0,-20.0,300,18.0,15,1012.6,0,SPECI,SPECI CYKD 141722Z 30018G24KT 15SM IC DRSN BKN020 BKN060 M17/M20 A2990 RMK SC6SC1 SLP127,68.227,-135.013,7,"Aklavik Arpt, NT, CA",BKN,"[{'cover': 'BKN', 'base': 2000}, {'cover': 'BKN', 'base': 6000}]",MVFR,IC DRSN,1012.7,,,24.0,,,,LAK,Aklavik/Freddie Carmichael Airport,Canada,Aklavik,https://www.worlddata.info/america/canada/airports.php
80,CYKF,2025-11-14 17:09:04.298000+00:00,1763139600,2025-11-14T17:00:00.000Z,6.0,-2.0,240,7.0,9,1017.0,2,METAR,METAR CYKF 141700Z AUTO 24007KT 9SM BKN076 OVC092 06/M02 A3003 RMK SLP182,43.462,-80.386,312,"Waterloo Intl, ON, CA",OVC,"[{'cover': 'BKN', 'base': 7600}, {'cover': 'OVC', 'base': 9200}]",VFR,,1018.2,,,,,,,YKF,Region of Waterloo International Airport,Canada,Breslau,https://www.worlddata.info/america/canada/airports.php
81,CYKG,2025-11-14 17:08:22.105000+00:00,1763139600,2025-11-14T17:00:00.000Z,-2.0,-5.0,290,7.0,15,1018.4,0,METAR,METAR CYKG 141700Z 29007KT 15SM FEW035 FEW250 M02/M05 A3007 RMK SC1CI1 SLP196,61.591,-71.932,134,"Kangiqsujuaq Arpt, QC, CA",FEW,"[{'cover': 'FEW', 'base': 3500}, {'cover': 'FEW', 'base': 25000}]",VFR,,1019.6,,,,,,,YWB,Kangiqsujuaq (Wakeham Bay) Airport,Canada,Kangiqsujuaq,https://www.worlddata.info/america/canada/airports.php
82,CYKJ,2025-11-14 17:31:53.427000+00:00,1763141400,2025-11-14T17:30:00.000Z,-4.0,-4.0,260,12.0,2.25,985.5,2,SPECI,SPECI CYKJ 141730Z AUTO 26012G18KT 2 1/4SM -SN SCT012 BKN018 BKN024 OVC029 M04/M04 A2910 RMK SLP887,57.256,-105.618,519,"Key Lake Arpt, SK, CA",OVC,"[{'cover': 'SCT', 'base': 1200}, {'cover': 'BKN', 'base': 1800}, {'cover': 'BKN', 'base': 2400}, {'cover': 'OVC', 'base': 2900}]",IFR,-SN,988.7,,,18.0,,,,YKJ,Key Lake Airport,Canada,Key Lake,https://www.worlddata.info/america/canada/airports.php
83,CYKL,2025-11-14 17:37:28.108000+00:00,1763141580,2025-11-14T17:33:00.000Z,-11.0,-12.0,330,4.0,9,1015.0,2,SPECI,SPECI CYKL 141733Z AUTO 33004KT 310V010 9SM OVC007 M11/M12 A2997 RMK SLP194,54.803,-66.804,507,"Schefferville Arpt, QC, CA",OVC,"[{'cover': 'OVC', 'base': 700}]",IFR,,1019.4,,,,,,,YKL,Schefferville Airport,Canada,Schefferville,https://www.worlddata.info/america/canada/airports.php
84,CYKO,2025-11-14 17:08:22.150000+00:00,1763139600,2025-11-14T17:00:00.000Z,-2.0,-3.0,120,12.0,5,1016.3,0,METAR,METAR CYKO 141700Z 12012KT 5SM -SN BCFG FEW004 FEW010 SCT020 BKN032 BKN066 M02/M03 A3001 RMK ST1ST1ST2ST1AS1 AS TR SUN DMLY VISBL SLP166,60.818,-78.154,23,"Akulivik Arpt, QC, CA",BKN,"[{'cover': 'FEW', 'base': 400}, {'cover': 'FEW', 'base': 1000}, {'cover': 'SCT', 'base': 2000}, {'cover': 'BKN', 'base': 3200}]",MVFR,-SN BCFG,1016.6,,,,,,,AKV,Akulivik Airport,Canada,Akulivik,https://www.worlddata.info/america/canada/airports.php
85,CYKY,2025-11-14 17:08:22.170000+00:00,1763139600,2025-11-14T17:00:00.000Z,1.0,-5.0,300,8.0,15,1003.5,0,METAR,METAR CYKY 141700Z 30008KT 15SM FEW015 OVC047 01/M05 A2963 RMK SC2SC6 SLP049,51.517,-109.175,692,"Kindersley Arpt, SK, CA",OVC,"[{'cover': 'FEW', 'base': 1500}, {'cover': 'OVC', 'base': 4700}]",VFR,,1004.9,,,,,,,YKY,Kindersley Airport,Canada,Kindersley,https://www.worlddata.info/america/canada/airports.php
86,CYLA,2025-11-14 17:07:16.542000+00:00,1763139600,2025-11-14T17:00:00.000Z,-6.0,-8.0,180,5.0,15,1021.1,0,METAR,METAR CYLA 141700Z 18005KT 140V210 15SM FEW030 SCT240 M06/M08 A3015 RMK SC1CI3 SC TR SLP217,59.302,-69.598,35,"Apaluk Arpt, QC, CA",SCT,"[{'cover': 'FEW', 'base': 3000}, {'cover': 'SCT', 'base': 24000}]",VFR,,1021.7,,,,,,,YPJ,Aupaluk Airport,Canada,Aupaluk,https://www.worlddata.info/america/canada/airports.php
87,CYLC,2025-11-14 17:07:17.041000+00:00,1763139600,2025-11-14T17:00:00.000Z,-1.0,-2.0,140,10.0,10+,1019.7,0,METAR,METAR CYLC 141700Z 14010KT 10SM -SN BKN009 OVC014 M01/M02 A3011 RMK ST6ST2 SLP201,62.85,-69.88,52,"Kimmirut Arpt, NU, CA",OVC,"[{'cover': 'BKN', 'base': 900}, {'cover': 'OVC', 'base': 1400}]",IFR,-SN,1020.1,,,,,,,YLC,Kimmirut Airport,Canada,Kimmirut,https://www.worlddata.info/america/canada/airports.php
88,CYLD,2025-11-14 17:08:22.186000+00:00,1763139600,2025-11-14T17:00:00.000Z,-1.0,-5.0,130,3.0,15,1016.7,0,METAR,METAR CYLD 141700Z 13003KT 100V170 15SM FEW160 M01/M05 A3002 RMK AC1 SLP192,47.818,-83.358,449,"Chapleau Arpt, ON, CA",FEW,"[{'cover': 'FEW', 'base': 16000}]",VFR,,1019.2,,,,,,,YLD,Chapleau Airport,Canada,Chapleau,https://www.worlddata.info/america/canada/airports.php
89,CYLH,2025-11-14 17:07:23.415000+00:00,1763139600,2025-11-14T17:00:00.000Z,-3.0,-4.0,160,7.0,9,1011.6,2,METAR,METAR CYLH 141700Z AUTO 16007G16KT 120V180 9SM FEW012 BKN071 OVC081 M03/M04 A2987 RMK SLP135,52.196,-87.936,245,"Lansdowne House Arpt, ON, CA",OVC,"[{'cover': 'FEW', 'base': 1200}, {'cover': 'BKN', 'base': 7100}, {'cover': 'OVC', 'base': 8100}]",VFR,,1013.5,,,16.0,,,,YLH,Lansdowne House Airport,Canada,Lansdowne House,https://www.worlddata.info/america/canada/airports.php
90,CYLJ,2025-11-14 17:08:22.201000+00:00,1763139600,2025-11-14T17:00:00.000Z,0.0,-7.0,270,20.0,15,997.4,0,METAR,METAR CYLJ 141700Z 27020G27KT 15SM OVC036 00/M07 A2945 RMK SC8 SLP998,54.126,-108.519,481,"Meadow Lake Arpt, SK, CA",OVC,"[{'cover': 'OVC', 'base': 3600}]",VFR,,999.8,,,27.0,,,,YLJ,Meadow Lake Airport,Canada,Meadow Lake,https://www.worlddata.info/america/canada/airports.php
91,CYLK,2025-11-14 17:38:23.626000+00:00,1763141820,2025-11-14T17:37:00.000Z,-5.0,-7.0,30,8.0,4,997.7,0,SPECI,SPECI CYLK 141737Z 03008G15KT 4SM -SN SCT011 OVC033 M05/M07 A2946 RMK ST4SC4 CIG RAG SLP993,62.419,-110.682,183,"Lutselke Arpt, NT, CA",OVC,"[{'cover': 'SCT', 'base': 1100}, {'cover': 'OVC', 'base': 3300}]",MVFR,-SN,999.3,,,15.0,,,,YSG,Lutselk'e Airport,Canada,Lutselk'e,https://www.worlddata.info/america/canada/airports.php
92,CYLL,2025-11-14 17:08:22.233000+00:00,1763139600,2025-11-14T17:00:00.000Z,-1.0,-6.0,280,19.0,15,1000.1,0,METAR,METAR CYLL 141700Z 28019G32KT 15SM FEW070 FEW260 M01/M06 A2953 RMK AC1CI1 SLP032,53.312,-110.074,664,"Lloydminster Arpt, AB, CA",FEW,"[{'cover': 'FEW', 'base': 7000}, {'cover': 'FEW', 'base': 26000}]",VFR,,1003.2,,,32.0,,,,YLL,Lloydminster Airport,Canada,Lloydminster,https://www.worlddata.info/america/canada/airports.php
93,CYLT,2025-11-14 17:31:53.436000+00:00,1763141340,2025-11-14T17:29:00.000Z,-19.0,-22.0,300,9.0,15,1005.5,0,SPECI,SPECI CYLT 141729Z 30009KT 15SM -SN BKN024 M19/M22 A2969 RMK SC7 DENSITY ALT -4029FT SLP057,82.512,-62.317,9,"Alert Arpt, NU, CA",BKN,"[{'cover': 'BKN', 'base': 2400}]",MVFR,-SN,1005.7,,,,,,,YLT,Alert Airport,Canada,Alert,https://www.worlddata.info/america/canada/airports.php
94,CYLW,2025-11-14 17:08:22.257000+00:00,1763139600,2025-11-14T17:00:00.000Z,5.0,4.0,160,4.0,9,1007.5,2,METAR,METAR CYLW 141700Z AUTO 16004KT 9SM BKN055 OVC067 05/04 A2975 RMK SLP087,49.953,-119.375,420,"Kelowna Arpt, BC, CA",OVC,"[{'cover': 'BKN', 'base': 5500}, {'cover': 'OVC', 'base': 6700}]",VFR,,1008.7,,,,,,,YLW,Kelowna International Airport,Canada,Kelowna,https://www.worlddata.info/america/canada/airports.php
95,CYMA,2025-11-14 17:14:11.404000+00:00,1763139600,2025-11-14T17:00:00.000Z,-17.0,-20.0,100,3.0,15,1003.5,0,METAR,METAR CYMA 141700Z 10003KT 15SM BKN009 BKN100 M17/M20 A2963 RMK SF6AC1 SLP088,63.616,-135.88,519,"Mayo Arpt, YT, CA",BKN,"[{'cover': 'BKN', 'base': 900}, {'cover': 'BKN', 'base': 10000}]",IFR,,1008.8,,,,,,,YMA,Mayo Airport,Canada,Mayo,https://www.worlddata.info/america/canada/airports.php
96,CYMH,2025-11-14 17:47:11.270000+00:00,1763142180,2025-11-14T17:43:00.000Z,4.0,4.0,360,6.0,2.5,999.1,2,SPECI,SPECI CYMH 141743Z AUTO 36006KT 2 1/2SM -RA BR SCT008 OVC012 04/04 A2950 RMK PCPN 0.5MM PAST HR SLP992,52.304,-55.833,18,"Mary's Harbor Arpt, NL, CA",OVC,"[{'cover': 'SCT', 'base': 800}, {'cover': 'OVC', 'base': 1200}]",IFR,-RA BR,999.2,,,,,,,YMH,Mary's Harbour Airport,Canada,Mary's Harbour,https://www.worlddata.info/america/canada/airports.php
97,CYMJ,2025-11-14 17:08:22.270000+00:00,1763139600,2025-11-14T17:00:00.000Z,4.0,0.0,310,15.0,15,1002.5,0,METAR,METAR CYMJ 141700Z 31015KT 15SM -SHRA FEW070 BKN090 OVC140 04/00 A2960 RMK AC2AC4AC2 DENSITY ALT 1345FT PCPN VRY LGT SLP038,50.33,-105.559,578,"Moose Jaw Arpt, SK, CA",OVC,"[{'cover': 'FEW', 'base': 7000}, {'cover': 'BKN', 'base': 9000}, {'cover': 'OVC', 'base': 14000}]",VFR,-SHRA,1003.8,,,,,,,YMJ,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Canada,Moose Jaw,https://www.worlddata.info/america/canada/airports.php
98,CYMM,2025-11-14 17:41:16.348000+00:00,1763141760,2025-11-14T17:36:00.000Z,-4.0,-8.0,270,22.0,9,996.0,2,SPECI,SPECI CYMM 141736Z AUTO 27022G29KT 9SM FEW055 M04/M08 A2941 RMK SLP981,56.65,-111.221,371,"Fort McMurray Arpt, AB, CA",FEW,"[{'cover': 'FEW', 'base': 5500}]",VFR,,998.1,,,29.0,,,,YMM,Fort McMurray Airport,Canada,Fort McMurray,https://www.worlddata.info/america/canada/airports.php
99,CYMO,2025-11-14 17:45:21.006000+00:00,1763142060,2025-11-14T17:41:00.000Z,-2.0,-4.0,280,5.0,5,1018.4,2,SPECI,SPECI CYMO 141741Z AUTO 28005KT 250V310 5SM -SN OVC013 M02/M04 A3007 RMK SLP184,51.292,-80.607,8,"Moosonee Arpt, ON, CA",OVC,"[{'cover': 'OVC', 'base': 1300}]",MVFR,-SN,1018.4,,,,,,,YMO,Moosonee Airport,Canada,Moosonee,https://www.worlddata.info/america/canada/airports.php
100,CYMT,2025-11-14 17:08:22.330000+00:00,1763139600,2025-11-14T17:00:00.000Z,-2.0,-4.0,340,6.0,9,1013.0,2,METAR,METAR CYMT 141700Z AUTO 34006KT 9SM OVC015 M02/M04 A2991 RMK SLP154,49.779,-74.527,388,"Chibougamau Arpt, QC, CA",OVC,"[{'cover': 'OVC', 'base': 1500}]",MVFR,,1015.4,,,,,,,YMT,Chapais Airport,Canada,Chibougamau,https://www.worlddata.info/america/canada/airports.php
